LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-79.5442514,43.593789,22,Lloyd George Ave,,Etobicoke,,,,,4609176c08c67d96
-79.5434954,43.5934445,3,Lloyd George Ave,,Etobicoke,,,,,8acf99afdb870ad6
-79.5435775,43.5936221,7A,Lloyd George Ave,,Etobicoke,,,,,239c832319e298e7
-79.5465666,43.5962026,58,Foch Ave,,Etobicoke,,,,,2bb9aab1d601c207
-79.5464106,43.5959935,54,Foch Ave,,Etobicoke,,,,,c33e434ceba1c9fb
-79.5465831,43.5963137,60,Foch Ave,,Etobicoke,,,,,f037b9cfaead8162
-79.5466609,43.5964019,62,Foch Ave,,Etobicoke,,,,,ada4bddc7aa9ee3b
-79.546745,43.596511,64,Foch Ave,,Etobicoke,,,,,547bee46b84ee215
-79.5459748,43.596087,46,Jellicoe Ave,,Etobicoke,,,,,6af7604eb1db7548
-79.5458423,43.5961515,44,Jellicoe Ave,,Etobicoke,,,,,c51bb7a78d850f1d
-79.5438691,43.5960691,11,Jellicoe Ave,,Etobicoke,,,,,ca80375dce079fcc
-79.5437192,43.5961212,9,Jellicoe Ave,,Etobicoke,,,,,c63be8c67b3e70e6
-79.5435943,43.5961647,7,Jellicoe Ave,,Etobicoke,,,,,efeaa2d489290c8d
-79.5439076,43.5965289,12,Jellicoe Ave,,Etobicoke,,,,,19a8d784e4c8f371
-79.544469,43.5968782,17,Owen Dr,,Etobicoke,,,,,5b22be63512ff6ae
-79.5443476,43.596918,15B,Owen Dr,,Etobicoke,,,,,a1b88e9f9854e306
-79.5443682,43.596949,15,Owen Dr,,Etobicoke,,,,,68762f794ec4cafe
-79.5411466,43.5882821,29,Forty First St,,Etobicoke,,,,,250c8178e38c3595
-79.5410201,43.5865433,2A,Forty Second St,,Etobicoke,,,,,32ba929529b6ec4a
-79.5408904,43.5870031,7,Forty Second St,,Etobicoke,,,,,a50fc2fd7af9bd78
-79.5405836,43.5867829,1,Forty Second St,,Etobicoke,,,,,ab1f0d271a26204f
-79.5401348,43.5865004,417,Lake Promenade,,Etobicoke,,,,,3c586f6deb8d9609
-79.5400353,43.5866022,411,Lake Promenade,,Etobicoke,,,,,dd2016d2f23becc0
-79.5405358,43.5869056,404,Lake Promenade,,Etobicoke,,,,,93e3cbb235a8c71d
-79.5415423,43.5885517,37,Forty First St,,Etobicoke,,,,,e1ac8bfff46b396e
-79.5414719,43.5885162,37A,Forty First St,,Etobicoke,,,,,8790648b11565316
-79.5041903,43.6895578,67B,Buttonwood Ave,,York,,,,,281659a36b07e779
-79.5412217,43.5883303,31,Forty First St,,Etobicoke,,,,,02bdcb22c8fc7ad5
-79.5406313,43.5906824,81,Fortieth St,,Etobicoke,,,,,0b13d63b564e9b40
-79.5406566,43.5907742,83,Fortieth St,,Etobicoke,,,,,b6f2451ecf2b8fbb
-79.5404296,43.5902627,67,James St,,Etobicoke,,,,,c4c6350fa153b7a4
-79.5400563,43.59033,63,James St,,Etobicoke,,,,,d8e1566bebad9455
-79.5405334,43.5905792,66,James St,,Etobicoke,,,,,1d94e6f98f723409
-79.5402146,43.5906865,64,James St,,Etobicoke,,,,,7eddfd03c56ec783
-79.5394316,43.5896451,38,Thirty Ninth St,,Etobicoke,,,,,fc1a77efaf1f9f4c
-79.5388698,43.5925023,83,Thirty Eighth St,,Etobicoke,,,,,c3db5028e4ba0017
-79.5389821,43.5926774,89,Thirty Eighth St,,Etobicoke,,,,,61905ad27b677317
-79.5388986,43.5926021,87,Thirty Eighth St,,Etobicoke,,,,,ab8c87df6b60cdbc
-79.539865,43.5928105,3737,Lake Shore Blvd W,,Etobicoke,,,,,352f694c409f6ad1
-79.5397704,43.5928133,3735,Lake Shore Blvd W,,Etobicoke,,,,,71bfd726a56888fb
-79.5397318,43.5928217,3733,Lake Shore Blvd W,,Etobicoke,,,,,df3312ff79cf87c5
-79.534615,43.5888121,9,Thirty Sixth St,,Etobicoke,,,,,0520491ab3244ce5
-79.534559,43.588693,5,Thirty Sixth St,,Etobicoke,,,,,0da48c7e9bb72b6d
-79.5353614,43.5893155,306,Lake Promenade,,Etobicoke,,,,,33cacc5361f46a2e
-79.5349106,43.5894788,21,Thirty Sixth St,,Etobicoke,,,,,aad06aa8f1b46b97
-79.5346886,43.5889647,11,Thirty Sixth St,,Etobicoke,,,,,75f189d9521e5926
-79.5347101,43.5891001,15,Thirty Sixth St,,Etobicoke,,,,,deb5378170862f99
-79.5464754,43.5920704,29,Enfield Ave,,Etobicoke,,,,,5b83b8503d3c66e9
-79.5478634,43.5922573,45,Enfield Ave,,Etobicoke,,,,,3e498e26e20092aa
-79.5477294,43.5921656,43,Enfield Ave,,Etobicoke,,,,,8c295544987d4dd9
-79.5452787,43.5933216,10A,Foch Ave,,Etobicoke,,,,,9720e9929024bd5a
-79.5450592,43.592754,3,Enfield Ave,,Etobicoke,,,,,565f988bf46ffa8d
-79.5488633,43.5958634,2,Sunset Ave,,Etobicoke,,,,,a7e949b92b7d4e86
-79.5486095,43.5958512,1,Sunset Ave,,Etobicoke,,,,,1c10ec19d8198f15
-79.5483753,43.5952777,67,Jellicoe Ave,,Etobicoke,,,,,b95c8dd97d677ead
-79.5484317,43.595407,72,Jellicoe Ave,,Etobicoke,,,,,7c4d07c663b2ebdf
-79.5489132,43.5970158,65,Albright Ave,,Etobicoke,,,,,4edc1cb1075af43c
-79.5487876,43.5970862,63,Albright Ave,,Etobicoke,,,,,e4605063f2537af5
-79.5486145,43.597075,61,Albright Ave,,Etobicoke,,,,,d656b68083a91ff4
-79.5485378,43.597097,59,Albright Ave,,Etobicoke,,,,,f2ed21357716c3c9
-79.548051,43.5966339,74A,Gort Ave,,Etobicoke,,,,,42e89932894260ca
-79.5456686,43.5942756,36,Alcan Ave,,Etobicoke,,,,,42201108e0e701a8
-79.5457831,43.5944616,28,Foch Ave,,Etobicoke,,,,,6e3d85d92348ba2b
-79.5458264,43.5944966,30,Foch Ave,,Etobicoke,,,,,f2b29fe1bafc9e9c
-79.5458862,43.5946272,32,Foch Ave,,Etobicoke,,,,,8e63a01e2a8b0967
-79.5478434,43.5951474,61,Jellicoe Ave,,Etobicoke,,,,,25ae0daa739535b4
-79.547401,43.5949977,44,Gort Ave,,Etobicoke,,,,,ea833564099a1ce2
-79.5435049,43.5935617,5,Lloyd George Ave,,Etobicoke,,,,,dec46d7b737bb2e5
-79.5437013,43.5939431,11,Lloyd George Ave,,Etobicoke,,,,,aab1c6f9bce7683b
-79.5457022,43.5961915,42,Jellicoe Ave,,Etobicoke,,,,,a054c22e46610619
-79.546018,43.5963204,61,Foch Ave,,Etobicoke,,,,,4e796c29acac502d
-79.5459913,43.5964294,63,Foch Ave,,Etobicoke,,,,,67134b0d63657dc6
-79.5460632,43.5965294,65,Foch Ave,,Etobicoke,,,,,809161565d6cd453
-79.5466988,43.5965926,66,Foch Ave,,Etobicoke,,,,,30d9512ddf2a956a
-79.546726,43.5966553,66A,Foch Ave,,Etobicoke,,,,,976499be8176d9f1
-79.5467502,43.5967302,68,Foch Ave,,Etobicoke,,,,,d5e8d9ad11601703
-79.544258,43.5969397,15A,Owen Dr,,Etobicoke,,,,,4a6d6867624bc201
-79.5441121,43.5969383,13,Owen Dr,,Etobicoke,,,,,8b936870cd70d2c6
-79.5440774,43.5969836,11,Owen Dr,,Etobicoke,,,,,f7bc5e6400f067d2
-79.5437302,43.5965738,2,Jellicoe Ave,,Etobicoke,,,,,d64952f6dac35b81
-79.5434821,43.5967035,174,Brown's Line,,Etobicoke,,,,,2ee19d43ce643976
-79.5439342,43.5969614,9,Owen Dr,,Etobicoke,,,,,ba97ce3516800d29
-79.5403853,43.5869848,402,Lake Promenade,,Etobicoke,,,,,9aa657faf08d0bc4
-79.5399218,43.5866595,407,Lake Promenade,,Etobicoke,,,,,73e18322ee939175
-79.5398029,43.586735,405,Lake Promenade,,Etobicoke,,,,,43d5767c38e765d1
-79.5397142,43.5868403,403,Lake Promenade,,Etobicoke,,,,,cccc5be8b91efeb4
-79.5396532,43.5868788,401,Lake Promenade,,Etobicoke,,,,,1b31b4f35b1379b1
-79.539542,43.5869301,399,Lake Promenade,,Etobicoke,,,,,17c66875ce5f797f
-79.5414661,43.5888984,23,Garden Pl,,Etobicoke,,,,,00f1285f9b77b66d
-79.5413179,43.5889176,21,Garden Pl,,Etobicoke,,,,,a44d74f39ac6c911
-79.5411804,43.5889308,19,Garden Pl,,Etobicoke,,,,,faf8add6bb0767d7
-79.5421959,43.589005,49,Forty First St,,Etobicoke,,,,,930e2ef113257d82
-79.5419943,43.589208,32,Garden Pl,,Etobicoke,,,,,f466f22aa0130845
-79.5395526,43.5898501,44,Thirty Ninth St,,Etobicoke,,,,,a0e03ce44205a8b1
-79.5395252,43.589756,42,Thirty Ninth St,,Etobicoke,,,,,3ad903b454ba8f04
-79.5396896,43.5901272,54,Thirty Ninth St,,Etobicoke,,,,,2c78bf223145b79f
-79.5395823,43.5899548,50,Thirty Ninth St,,Etobicoke,,,,,e4020a8a9c4b913b
-79.5396792,43.5900461,52,Thirty Ninth St,,Etobicoke,,,,,0426cfcfd468ef2c
-79.5389118,43.5896307,27,Thirty Ninth St,,Etobicoke,,,,,d0361b93d0815890
-79.5390293,43.5898811,37,Thirty Ninth St,,Etobicoke,,,,,db1c46d4c8a3942c
-79.5423694,43.593108,25,Ansell Ave,,Etobicoke,,,,,ad40ed15842b6771
-79.5396933,43.59283,3731,Lake Shore Blvd W,,Etobicoke,,,,,1dadd4539abe5b09
-79.539087,43.5929446,3719,Lake Shore Blvd W,,Etobicoke,,,,,ecca348fe1adf66f
-79.5389087,43.5930109,3711-3717,Lake Shore Blvd W,,Etobicoke,,,,,b52af55b3dc3872c
-79.538428,43.5885174,364,Lake Promenade,,Etobicoke,,,,,b13738b60cf7af3c
-79.5385645,43.5889378,5,Thirty Ninth St,,Etobicoke,,,,,d166432cdcd7f92c
-79.5384827,43.5887253,1,Thirty Ninth St,,Etobicoke,,,,,59a685cd690cc3b5
-79.5384703,43.5888151,3,Thirty Ninth St,,Etobicoke,,,,,f31a7f4bcfeac25a
-79.5347504,43.5891396,15A,Thirty Sixth St,,Etobicoke,,,,,5cb9b43933eb0feb
-79.5348059,43.5892364,17,Thirty Sixth St,,Etobicoke,,,,,f47748e1cbc69b60
-79.5348502,43.5893692,19,Thirty Sixth St,,Etobicoke,,,,,886adb19ddb75f28
-79.5362792,43.5897775,15,Thirty Seventh St,,Etobicoke,,,,,20fab2d0f92cd7ab
-79.5361827,43.5896682,11,Thirty Seventh St,,Etobicoke,,,,,32fdb5164f230df3
-79.5363745,43.5899317,19,Thirty Seventh St,,Etobicoke,,,,,08aaf5d5a4fdaede
-79.5363969,43.5900311,21,Thirty Seventh St,,Etobicoke,,,,,64d6eadf8a8a1bd2
-79.5478604,43.5923834,47,Enfield Ave,,Etobicoke,,,,,a0ae8063f6bfdd91
-79.5478454,43.5924912,49,Enfield Ave,,Etobicoke,,,,,152df8cdf9b59f97
-79.547868,43.5925815,51,Enfield Ave,,Etobicoke,,,,,6e4c00a4f79af6a5
-79.54789,43.5926989,53,Enfield Ave,,Etobicoke,,,,,c8d31a0b59f2f342
-79.5445731,43.5929362,5,Foch Ave,,Etobicoke,,,,,69bc16cf262a553b
-79.5446381,43.5930127,7,Foch Ave,,Etobicoke,,,,,b1d24a5375b5b1e8
-79.5483477,43.5955527,70,Jellicoe Ave,,Etobicoke,,,,,d8a527e1b6395245
-79.5481098,43.595655,68,Jellicoe Ave,,Etobicoke,,,,,67683d98707b83e7
-79.5519705,43.5971265,46,Westleigh Cres,,Etobicoke,,,,,a777f44909ca59b6
-79.5513591,43.5967947,54,Westleigh Cres,,Etobicoke,,,,,591698c558d4cf81
-79.5480961,43.5967207,76,Gort Ave,,Etobicoke,,,,,472da12d43e39cf5
-79.5481433,43.596816,76A,Gort Ave,,Etobicoke,,,,,a056dd8004df8ae9
-79.5483168,43.5970893,84,Gort Ave,,Etobicoke,,,,,82084603a2b650d9
-79.5481727,43.5969041,76B,Gort Ave,,Etobicoke,,,,,1b2820b371017869
-79.5482199,43.596998,82,Gort Ave,,Etobicoke,,,,,94007d91340c3d53
-79.5499618,43.5972002,55,Westleigh Cres,,Etobicoke,,,,,bf9069db03dc5186
-79.5501723,43.5975802,1,Woodbury Pl,,Etobicoke,,,,,e4ca97e83b0dac01
-79.5473736,43.5951054,46,Gort Ave,,Etobicoke,,,,,9034344e8fc2f0fb
-79.547494,43.595251,50,Gort Ave,,Etobicoke,,,,,239235624fc6f3c5
-79.547394,43.5951983,48,Gort Ave,,Etobicoke,,,,,f6f07655713c01a4
-79.5471987,43.5946529,38,Gort Ave,,Etobicoke,,,,,308fb8b3cfeca334
-79.5473189,43.5948075,40,Gort Ave,,Etobicoke,,,,,d9676d4d375f3056
-79.5473099,43.5949245,42,Gort Ave,,Etobicoke,,,,,aba3a3fabf63d400
-79.5468183,43.5950173,39,Gort Ave,,Etobicoke,,,,,121dc0dec77a2bd3
-79.5436025,43.593682,7B,Lloyd George Ave,,Etobicoke,,,,,c9a4e6bffdd8f2e8
-79.5436601,43.5938068,9,Lloyd George Ave,,Etobicoke,,,,,32f0037ad76ff45b
-79.5467847,43.5968071,70,Foch Ave,,Etobicoke,,,,,b4b2d3249dffcdd7
-79.5462747,43.5968622,71,Foch Ave,,Etobicoke,,,,,8bd9cd10c20ee020
-79.5462717,43.5968804,71A,Foch Ave,,Etobicoke,,,,,247672186f9dffdb
-79.5463963,43.5971009,75,Foch Ave,,Etobicoke,,,,,34d66dfd09b5c157
-79.5463489,43.5970102,73,Foch Ave,,Etobicoke,,,,,5dfda4cda28609d4
-79.5461594,43.5966476,67,Foch Ave,,Etobicoke,,,,,16a3d252ec48292d
-79.5461879,43.5967128,69,Foch Ave,,Etobicoke,,,,,30106989cc5159ba
-79.5438971,43.5970245,7,Owen Dr,,Etobicoke,,,,,0633677fdc4c1bf3
-79.5435514,43.5969115,182,Brown's Line,,Etobicoke,,,,,d6e7c70aa17efeda
-79.5434203,43.5969719,184,Brown's Line,,Etobicoke,,,,,7c7e6cdb6b71847e
-79.5435485,43.5970331,198,Brown's Line,,Etobicoke,,,,,d22d5559dd8a3130
-79.5455961,43.5977488,27,Albright Ave,,Etobicoke,,,,,1f9ef3b7e9dbc78d
-79.5393958,43.5869524,397,Lake Promenade,,Etobicoke,,,,,389d8732313d9e3e
-79.5409944,43.5870814,9,Forty Second St,,Etobicoke,,,,,1be4ba4cd440e765
-79.5410504,43.5876506,16,Forty First St,,Etobicoke,,,,,f0a3fdf570878200
-79.5409157,43.5875858,14,Forty First St,,Etobicoke,,,,,7bfb59b52c558367
-79.5408428,43.5875309,12,Forty First St,,Etobicoke,,,,,fbcdcded4126a0f6
-79.540695,43.587493,8,Forty First St,,Etobicoke,,,,,31e57b5e2bac30df
-79.5405833,43.5874165,6,Forty First St,,Etobicoke,,,,,0233a8a8beec3cb0
-79.5418295,43.5892362,30,Garden Pl,,Etobicoke,,,,,afc088c9c84911cd
-79.541699,43.5892269,26,Garden Pl,,Etobicoke,,,,,8bc845b907000d15
-79.5415444,43.5892416,24,Garden Pl,,Etobicoke,,,,,360e9ff3b1d355a9
-79.5414067,43.5893028,20,Garden Pl,,Etobicoke,,,,,ef2d06c1f2350525
-79.5412192,43.5893725,16,Garden Pl,,Etobicoke,,,,,d2238a1c937e88da
-79.5432431,43.5896864,73,Forty First St,,Etobicoke,,,,,ce486041ad1e8498
-79.5389551,43.5897506,33,Thirty Ninth St,,Etobicoke,,,,,43e7e80348fe92ae
-79.5389663,43.5898376,35,Thirty Ninth St,,Etobicoke,,,,,0aa1265ea62802e6
-79.5391319,43.5901381,43,Thirty Ninth St,,Etobicoke,,,,,98df058294a5040f
-79.5390808,43.590008,41,Thirty Ninth St,,Etobicoke,,,,,e9e02c1d8787cc70
-79.5390129,43.5899773,39,Thirty Ninth St,,Etobicoke,,,,,dd9ae6c3e6968a0d
-79.5399532,43.5903637,61B,James St,,Etobicoke,,,,,a8218858dd6f312e
-79.5421665,43.5921936,3805,Lake Shore Blvd W,,Etobicoke,,,,,593b5ba0580f8000
-79.5421024,43.5922828,3803,Lake Shore Blvd W,,Etobicoke,,,,,3e9efc7e7a98f124
-79.5420031,43.5922906,3801,Lake Shore Blvd W,,Etobicoke,,,,,836856512d2a6c68
-79.5417941,43.592176,122,Fortieth St,,Etobicoke,,,,,0e09722510560114
-79.541804,43.5922275,124,Fortieth St,,Etobicoke,,,,,edc0297220ddbe86
-79.5419374,43.5923183,3799,Lake Shore Blvd W,,Etobicoke,,,,,e8a8f8c625351db5
-79.5382045,43.5885416,362,Lake Promenade,,Etobicoke,,,,,25b12a6e87b50c95
-79.5380184,43.5886039,354,Lake Promenade,,Etobicoke,,,,,7bc45f31514904cb
-79.5378788,43.5886905,352,Lake Promenade,,Etobicoke,,,,,1617ab91f2c64f6c
-79.5377404,43.5887787,350,Lake Promenade,,Etobicoke,,,,,c4487cac14127467
-79.53861,43.5890349,7,Thirty Ninth St,,Etobicoke,,,,,5949cac02503a6a3
-79.5387348,43.5892563,11,Thirty Ninth St,,Etobicoke,,,,,1e9bdc229f9e3673
-79.5386366,43.5891288,7A,Thirty Ninth St,,Etobicoke,,,,,03cc16139f3c5ed3
-79.5364696,43.5901742,33,Thirty Seventh St,,Etobicoke,,,,,a032093ee44d0bb9
-79.5354541,43.5895778,22,Thirty Sixth St,,Etobicoke,,,,,a81596b558b24781
-79.5355627,43.5896963,24,Thirty Sixth St,,Etobicoke,,,,,863b7b057376f446
-79.5356092,43.5898229,26,Thirty Sixth St,,Etobicoke,,,,,8fe06ad34d553075
-79.5356437,43.5899314,28,Thirty Sixth St,,Etobicoke,,,,,f00564323ab7ae89
-79.5356649,43.5900757,30,Thirty Sixth St,,Etobicoke,,,,,b09437be18981ee9
-79.5365126,43.5903435,35,Thirty Seventh St,,Etobicoke,,,,,13343d9e0c4b4094
-79.5472158,43.5924022,32,Enfield Ave,,Etobicoke,,,,,c6ae6d26bcdd57d6
-79.547092,43.5924006,28,Enfield Ave,,Etobicoke,,,,,2c472ee250ac4668
-79.5469555,43.5924078,24,Enfield Ave,,Etobicoke,,,,,c8dfb5775482da7c
-79.5446046,43.5931065,9,Foch Ave,,Etobicoke,,,,,053d11dab70dab79
-79.5517125,43.5969238,50,Westleigh Cres,,Etobicoke,,,,,f20e682b3d2a757f
-79.5518365,43.5970348,48,Westleigh Cres,,Etobicoke,,,,,6a40b4b053ce2593
-79.5515557,43.5968602,52,Westleigh Cres,,Etobicoke,,,,,586bbebb2c6df469
-79.5511994,43.5967386,56,Westleigh Cres,,Etobicoke,,,,,3c45daa38e5b0c3f
-79.5508046,43.5966601,60,Westleigh Cres,,Etobicoke,,,,,0900a48772f47b69
-79.5510021,43.5967001,58,Westleigh Cres,,Etobicoke,,,,,a6cf217ac68d3081
-79.5497747,43.5977651,73,Woodbury Rd,,Etobicoke,,,,,d01fed895dc6a433
-79.5493894,43.5973141,29,Sunset Ave,,Etobicoke,,,,,9b543437aabc5424
-79.5495359,43.5973929,31,Sunset Ave,,Etobicoke,,,,,b5b29f66dd906d8a
-79.5495464,43.597474,33,Sunset Ave,,Etobicoke,,,,,7cbdfb47673818b2
-79.5491152,43.5974183,70,Albright Ave,,Etobicoke,,,,,903753129bf26c86
-79.5495931,43.5975917,35,Sunset Ave,,Etobicoke,,,,,7578c69e1ff2c078
-79.5494395,43.5977968,69,Woodbury Rd,,Etobicoke,,,,,6f1dd4ec294c3c4f
-79.5468416,43.5951576,41,Gort Ave,,Etobicoke,,,,,5f04768213cb36b7
-79.5468748,43.5952431,43,Gort Ave,,Etobicoke,,,,,ec0f93d8febde16a
-79.5474622,43.5953355,52,Gort Ave,,Etobicoke,,,,,56ffd7920544eae3
-79.547478,43.5954049,54,Gort Ave,,Etobicoke,,,,,cdc91f290c9ca1b6
-79.5476874,43.5958392,60,Gort Ave,,Etobicoke,,,,,0dc9f4cd751eb943
-79.5476082,43.5956321,66,Jellicoe Ave,,Etobicoke,,,,,3b30af808908bd70
-79.544522,43.5940546,29A,Alcan Ave,,Etobicoke,,,,,890fb5ca1024d69b
-79.5444111,43.5940512,29,Alcan Ave,,Etobicoke,,,,,adb2127dac810872
-79.5442859,43.5940579,24,Lloyd George Ave,,Etobicoke,,,,,269883762c6b861b
-79.5444339,43.5944933,22,Alcan Ave,,Etobicoke,,,,,25bd0081edad3269
-79.5462163,43.5967782,69A,Foch Ave,,Etobicoke,,,,,605fb7334ada6af4
-79.5458843,43.5970219,34,Owen Dr,,Etobicoke,,,,,d4f995285fe630ed
-79.5457535,43.5970387,30,Owen Dr,,Etobicoke,,,,,285a886266533952
-79.5478168,43.597272,83,Gort Ave,,Etobicoke,,,,,3a5f8b4a1a9c0df2
-79.5476786,43.5973513,53,Albright Ave,,Etobicoke,,,,,86d2e8da8ac18165
-79.5474918,43.5973939,51,Albright Ave,,Etobicoke,,,,,17bf50d335f1cbb1
-79.5478517,43.5976937,54A,Albright Ave,,Etobicoke,,,,,b17ed8c96f7ec04c
-79.5477619,43.5977147,54,Albright Ave,,Etobicoke,,,,,6d09e44393121ba8
-79.545505,43.5977681,25,Albright Ave,,Etobicoke,,,,,37d833a49901d183
-79.5454148,43.5977872,23,Albright Ave,,Etobicoke,,,,,59e4b000f13fba36
-79.5450542,43.5971833,22A,Owen Dr,,Etobicoke,,,,,cbdc2fcd071a79b2
